ID,Log2 (Validated Score),Log2 (AI Score)
seq_103,-0.5665930388531838,-0.18850869
seq_104,-0.2145179472002795,-0.41312647
seq_105,0.0353638874052243,-0.2174403
seq_106,-0.401081677954101,-0.37763643
seq_107,-0.4141225203883524,0.01621344
seq_108,0.0320743222125631,-0.20831382
seq_109,-0.7448908019510418,-0.64472264
seq_110,-0.0604830782813192,-0.30029473
seq_111,0.3973796480535406,1.2127627
seq_112,-0.4280165860366701,-0.6578372
seq_113,-0.5665472720810127,-0.49112314
seq_114,-0.2003557273470682,-0.024392918
seq_115,0.6605917560107266,0.500197
seq_116,2.0390642415046054,1.9017143
seq_117,0.3177048963608804,0.2836048
seq_118,1.1959167189832016,1.4700828
seq_119,0.0706706079786187,-0.022032164
seq_120,-0.7576222910015005,-0.64376557
seq_121,-0.3260098822476794,-0.65658456
seq_122,-1.002883640710981,-0.7526917
seq_123,0.8815903836575147,1.0627792
seq_124,-0.3069006967079246,-0.10483832
seq_125,1.241204978960266,1.7241211
seq_126,-1.0527772712874326,-0.64161175
seq_127,-1.1158128145320796,-1.0105755
seq_128,-0.2612545620015032,-0.16383225
seq_129,-0.4707258387140401,-0.25037798
seq_130,0.2428729498593512,-0.1068188
seq_131,-0.3845355824112886,-0.2560136
seq_132,-0.4376409362262725,-0.4125092
seq_133,1.5500106559510902,1.4276881
seq_134,1.6384450170657685,1.5163963
seq_135,1.4585564451024662,1.533885
seq_136,0.1944890182217374,0.00785356
seq_137,1.327046869249256,1.4230537
seq_138,0.7337697532966581,0.11846294
seq_139,2.1034645534908427,1.7726859
seq_140,2.134310923178917,2.307928
seq_141,1.323985988180449,1.3412865
seq_142,1.8114909348975727,1.7096474
seq_143,1.6741445428302937,-0.03574998
seq_144,-0.3323514549556303,0.2572317
seq_145,1.5451390267660732,1.3119131
seq_146,0.7160732170871787,1.0852119
seq_147,1.668951765613169,1.4819294
seq_148,0.2501200945795354,0.5747321
seq_149,1.6408244706269306,2.0880942
seq_150,-0.2633645113837651,-0.4608078
seq_151,1.705282903513781,2.2169535
seq_152,0.1105282826177633,0.21577495
seq_153,0.7293244999235704,1.2943368
seq_154,1.042401164019899,1.5828356
seq_155,-0.3110242438914109,-0.21351522
seq_156,2.0898776938409966,1.855255
seq_157,-0.2289818625825429,-0.28349394
seq_158,2.961871847683501,3.0736823
seq_159,-0.5546711424403393,-0.4419646
seq_160,-0.7670542263134272,-0.34902313
seq_161,-0.3848128270443155,-0.3601755
seq_162,-0.8106433676238252,-0.5838201
seq_163,1.2298280015550664,1.4111922
seq_164,-0.337710211018321,-0.20096749
seq_165,-0.4871871492599114,-0.2299782
seq_166,0.8641718223547618,1.436373
seq_167,-0.6424476847736733,-0.38874775
seq_168,-0.4963135685076175,-0.6653229
seq_169,1.617397995431212,1.3906796
seq_170,2.05034270743121,2.0268624
seq_171,0.8258396533838153,1.0371201
seq_172,0.8703854593195952,0.979614
seq_173,1.25970823574314,1.1319549
seq_174,-0.8494563960779538,-0.42575234
seq_175,-0.4238300607522667,-0.4281932
seq_176,0.6919261730734174,0.8756209
seq_177,-0.1038777188715341,-0.1865457
seq_178,-0.989662056284374,-0.7799712
seq_179,-0.2063805014189335,-0.3437054
seq_180,-0.411728247732388,-0.5637819
seq_181,-0.4825215942966087,-0.63421065
seq_182,-0.6293345556131219,-0.54235417
seq_183,-0.976648654301194,-0.6171814
seq_184,-0.7460156487553238,-0.7886024
seq_185,-0.5986614099326935,-0.8433218
seq_186,-0.3741102613715323,-0.29793197
seq_187,-0.220820116964806,-0.14517131
seq_188,-0.150055828053491,-0.09347618
seq_189,0.3614049746880982,0.49984416
seq_190,0.5269007022966603,0.73550344
seq_191,0.2446533239174562,-0.046343453
seq_192,0.8399156543440596,0.8428836
seq_193,1.170192301655984,1.2576509
seq_194,-0.1476049635045611,-0.033230133
seq_195,-0.5367581699342235,-0.7030385
seq_196,-0.06949278840976,-0.088549145
seq_197,-0.0823517123164886,-0.22998533
seq_198,-0.4513872052079241,-0.340437
seq_199,0.3441924036850404,0.5694278
seq_200,-0.6245280798883498,-0.33956045
seq_201,-0.3771161733440096,-0.612106
seq_202,-0.6224758499036428,-0.7409467
seq_203,1.336794839354761,1.454464
seq_204,-0.6063032008378938,-0.40018845
seq_205,-0.051814634469393,-0.1196659
seq_206,-0.939477762307311,-0.6268162
seq_207,1.851241140582587,1.5422821
seq_208,-0.6993564128623575,-0.39934957
seq_209,-0.4482064967843764,-0.5729024
seq_210,-0.3004532120274964,-0.5950911
seq_211,-0.4513985940810132,-0.6587904
seq_212,0.0385306077140921,-0.09485967
seq_213,-0.6138257044388098,-0.3506707
seq_214,-0.5307034512813176,-0.18790859
seq_215,0.160800842166692,0.610544
seq_216,2.2043800748853384,2.213502
seq_217,1.4615584805917623,1.4833695
seq_218,0.9026290283532332,1.1255608
seq_219,-0.0269195699969151,-0.12829253
seq_220,2.9400363814434387,2.4478464
seq_221,0.6693546949480348,0.8170317
seq_222,1.4595102320688271,1.480012
seq_223,0.9631033953272394,1.307109
seq_224,-0.5652799768302477,-0.3662254
seq_225,-0.3099070045886585,-0.16234523
seq_226,1.4160296243517023,1.5565013
seq_227,-0.396838493639117,-0.2869568
seq_228,-0.1160779581253553,-0.05725009
seq_229,-0.2943439034021136,-0.4178742
seq_230,-0.6266283036804006,-0.21693885
seq_231,0.2789115665810635,-0.11488799
seq_232,-0.1608230673562434,-0.09716738
seq_233,0.5349007190810642,0.35418737
seq_234,-0.2567411096651117,-0.4975425
seq_235,-0.1431444783440109,-0.12434737
seq_236,-1.0386298257706132,-0.4635623
seq_237,2.171170476652923,1.8625833
seq_238,-0.3407275006742847,-0.19811839
seq_239,0.9430420456177592,1.4359578
seq_240,1.2904367855917631,1.3775047
seq_241,1.825592964792068,2.174935
seq_242,-0.6084933676238251,-0.3086732
seq_243,0.1500394141299941,0.14830962
seq_244,-0.6278871380703089,-0.5744425
seq_245,0.2209818178180672,-0.20536748
seq_246,0.3981548683868741,0.46171758
seq_247,-0.078656313478568,-0.41476113
seq_248,0.3515019907278532,0.23587048
seq_249,2.3090779610688243,2.5870922
seq_250,-0.1250293976161824,-0.11458025
seq_251,-0.6207585658424801,-0.48308474
seq_252,-0.4437602278027248,-0.48132253
seq_253,1.0043609412859549,1.4490979
seq_254,-1.112592206550428,-0.2761946
seq_255,2.112065780379222,1.6310775
seq_256,-0.778275286151348,-0.9796397
seq_257,1.4150600487630185,1.8036888
seq_258,-0.3210283876024196,-0.16345307
seq_259,-0.4061195364281075,-0.2535481
seq_260,-0.313619631539729,-0.2843004
seq_261,-0.3888732226880456,-0.20973444
seq_262,-0.4814783708180158,-0.44348475
seq_263,-0.8760562729923258,-0.09851474
seq_264,0.3471195811804521,0.002083473
seq_265,-0.5174754372109822,-0.29150122
seq_266,-0.3700692132522673,-0.3536668
seq_267,0.3996225315718895,0.41779038
seq_268,1.2614082525275436,1.4591957
seq_269,-0.5697144218669448,-0.49739778
seq_270,-0.7363894967354452,1.7427418
seq_271,-0.1035314051314722,-0.18821636
seq_272,-0.521140947415875,-0.37107342
seq_273,1.276335692978615,1.0407102
seq_274,1.1177226645244869,1.2170976
seq_275,2.3595542572309025,2.0698905
seq_276,1.3507667357676056,1.0489762
seq_277,1.4354245937125585,1.5060624
seq_278,0.4894666699526236,0.7715377
seq_279,-1.635830098593242,-0.872145
seq_280,0.7733342212416137,1.0869601
seq_281,-0.3740708136696979,-0.28160873
seq_282,1.9235621668517005,1.7067698
seq_283,1.2784069417171455,1.2053952
seq_284,0.9170622520963528,0.9946711
seq_285,1.3523776392156177,1.4535742
seq_286,-0.5890808134051712,-0.5835008
seq_287,-0.0190563246681705,-0.1655806
seq_288,-0.4500611762736736,-0.40705386
seq_289,1.9718191994113323,1.5736846
seq_290,1.1922176618593492,1.2199007
seq_291,0.5216334629939079,0.42902547
seq_292,-0.3042800831314718,-0.271779
seq_293,-0.2301671050305547,-0.5031554
seq_294,-0.1850293136941634,-0.2769599
seq_295,-0.834220952217096,-0.906747
seq_296,-0.126213385201809,-0.32489604
seq_297,-0.6205328321100634,0.10483246
seq_298,-0.3340330391177104,-0.20308644
seq_299,-0.2707288450534902,-0.29851586
seq_300,1.6391059317033827,1.6136394
seq_301,0.5453304063012464,0.5466739
seq_302,1.4475942811972675,1.5004685
seq_303,-0.5021346563195448,-0.46323317
seq_304,0.1730004238792302,-0.21479344
seq_305,-0.657293701989268,-0.4938978
seq_306,0.1700058784006369,-0.37625694
seq_307,-0.3828556937782605,-0.40036175
seq_308,-0.0773192747950812,-0.2055065
seq_309,0.8234538975367202,0.9799929
seq_310,0.4846657774296874,0.3295985
seq_311,0.1547063302569062,-0.04677979
seq_312,-0.2240917783959972,0.10340201
seq_313,1.03317555337311,1.1216823
seq_314,1.5188097914021603,1.5428617
seq_315,1.554396768542833,1.511074
seq_316,1.5424878726101108,1.3306475
seq_317,1.1995881019969628,1.3583086
seq_318,0.8525008240596548,1.172718
seq_319,1.4193228702095,1.8509179
seq_320,0.1814905515015527,0.96773607
seq_321,1.4074001092477255,1.4448833
seq_322,-1.4328312527492044,-1.1773679
seq_323,1.9977397794189773,1.6423991
seq_324,2.0532503149327392,1.9694133
seq_325,-0.4627635069648035,-1.1454602
seq_326,-1.0910142036696953,-1.1741998
seq_327,-1.0020491005626622,-1.1168077
seq_328,1.2568641309312132,1.2666408
seq_329,2.510054318773716,2.6197023
seq_330,1.8234772252003235,2.446981
seq_331,2.0039894170795285,1.5410953
seq_332,-0.2895406298348359,-0.63216835
seq_333,1.0406293347446696,1.2255421
seq_334,-0.6128153255794835,-0.4096625
seq_335,-0.2269416118745925,-0.28244495
seq_336,1.751244548425095,1.2385846
seq_337,-0.4394527377920219,-0.45277736
seq_338,-0.4484263017599121,-0.3705694
seq_339,-0.4937169539709204,-0.5380847
seq_340,-0.1838574508501266,-0.12106032
seq_341,1.5893538402660738,1.3087037
seq_342,-0.587787584331777,-0.44743854
seq_343,-0.6710405291284132,-0.2660409
seq_344,2.0832973981101097,1.691215
seq_345,-0.6747215159693909,-0.8415031
seq_346,-0.6378938530489022,-0.64620876
seq_347,-0.1418876402797898,-0.40864217
seq_348,1.006228621255374,1.2845968
seq_349,-0.2596943216895753,-0.28920335
seq_350,1.6806807057752482,1.0558996
seq_351,-0.6274336407109807,-0.28839567
seq_352,-0.0529692747950812,-0.21521387
seq_353,0.8732555650917658,0.5446709
seq_354,1.0788608741483396,1.1834579
seq_355,-0.1629074620397292,-0.1524345
seq_356,0.9188634622003278,1.3408738
seq_357,1.4018762892416106,1.4337058
seq_358,1.280342318440388,1.2386397
seq_359,-0.713266418192632,-0.2645819
seq_360,-0.3531111259204622,-0.3627556
seq_361,-0.3318451414800951,-0.4191646
seq_362,2.1461783178134723,2.1999183
seq_363,0.8923835903517037,1.1983681
seq_364,-0.9092857097690844,-0.6725432
seq_365,1.9965007835734123,2.1300657
seq_366,-0.4057976679892694,-0.4774552
seq_367,0.2070134523333587,0.44391316
seq_368,-0.3299291906085355,-0.43620393
seq_369,-0.0887479141605252,-0.8567607
seq_370,2.0715692385749414,1.6539142
seq_371,-0.3456797096024201,-0.4051362
seq_372,-0.4179263017599121,-0.6184429
seq_373,0.8987899765596554,1.2555223
seq_374,0.3814843555168441,0.5571982
seq_375,1.3165650682125598,1.7085143
seq_376,-0.9821704276284102,-0.6593298
seq_377,-0.720048420642174,-0.54589504
seq_378,0.1159962465994139,0.025382511
seq_379,-0.3076594527706152,-0.32418492
seq_380,0.0212579306743368,-0.12102086
seq_381,2.4258700136070512,1.7405541
seq_382,1.0762735346682175,1.0636848
seq_383,1.5882691335963506,2.0186872
seq_384,-0.9876217048700008,-0.46333998
seq_385,-0.6657875787369758,-0.49368614
seq_386,-0.2235469097415636,-0.38330764
seq_387,-0.7440714264525706,-0.93280655
seq_388,-0.6735778126605223,-0.7037043
seq_389,-0.3915174393959974,-0.7580727
seq_390,-0.8672349123577697,-0.3910775
seq_391,-0.3984404787752017,-0.38096222
seq_392,-0.962027600058074,-0.8683625
seq_393,1.6244205381957368,1.1650897
seq_394,-0.8894277790917148,-0.8784087
seq_395,-0.0870696595137354,-0.50496846
seq_396,-0.3213970160427877,-0.399383
seq_397,1.6906773930443617,1.8149974
seq_398,-0.629495989244621,-0.5259634
seq_399,-0.1906252203363661,-0.2263088
seq_400,0.9270824473853436,0.9304386
seq_401,-0.0335189236452347,-0.48162735
seq_402,-0.4433350298485963,-0.45085767
seq_403,-0.3150804566605234,-0.5153195
seq_404,0.1798327215306059,0.14062393
seq_405,-0.3871153535534899,-0.41124213
seq_406,-0.6018791458501254,-0.5569531
seq_407,-0.373743445951043,-0.27110392
seq_408,1.159339078441918,1.001854
seq_409,1.380383913527544,0.70600426
seq_410,-1.210087271022906,-0.58642155
seq_411,-1.448082044565718,-0.9079992
seq_412,-0.4503140371482906,-0.3547284
seq_413,-0.6668366302660269,-0.7598472
seq_414,-0.4381717397614416,-0.27374715
seq_415,-0.8998103775397255,-0.6705834
seq_416,1.6246517712079704,1.6066214
seq_417,1.253410226474026,1.1033729
seq_418,1.6218522342538422,1.4910512
seq_419,1.4621475827385515,1.1001676
seq_420,1.092581420587177,1.1678233
seq_421,-0.2128898156391175,0.06026181
seq_422,1.6931526749205092,2.146336
seq_423,1.0456280015550663,1.3195674
seq_424,0.0016899163394748,-0.20184013
seq_425,-0.3077839484250504,-0.17988026
seq_426,2.657130698857814,2.6464715
seq_427,-0.3360069374510434,-0.20840934
seq_428,0.9589677457813682,1.5202563
seq_429,-0.2782944279907994,-0.17760459
seq_430,-0.4130346675091472,-0.058906116
seq_431,-0.6328907683822345,-0.44479588
seq_432,-1.104807449527493,-0.5656272
seq_433,1.7257102320688271,1.6554438
seq_434,1.174262993559655,1.1471553
seq_435,1.2561705507079726,0.94738334
seq_436,1.50204816327525,1.4125555
seq_437,-0.2612251028455395,-0.3470964
seq_438,0.731445871747729,0.06665053
seq_439,1.1734898143104189,1.1702663
seq_440,-0.0973151702476814,-0.20851198
seq_441,0.7401963347936009,0.32457113
seq_442,1.6825445204510885,1.8568931
seq_443,1.0556792899862597,1.0975705
seq_444,1.6447505163455851,0.4526291
seq_445,-0.3189914160565481,-0.31869388
seq_446,-0.0263975965794863,-0.15433043
seq_447,-0.5670862847109817,0.052381806
seq_448,0.1362679807630216,-0.16175431
seq_449,1.0938306455550677,0.99005383
seq_450,-0.2130893414036431,-0.5485086
seq_451,-0.6580038863531832,-0.39365482
seq_452,-0.4761148625336117,-0.44361132
seq_453,-0.8160873885137326,-0.49806774
seq_454,-0.8852752134189315,-0.5696411
seq_455,-0.3501064967843764,-0.5672077
seq_456,0.5503313044189839,0.6484265
seq_457,-0.2359411488287206,-0.49021602
seq_458,-0.2855636356452328,-0.5820008
seq_459,-0.631511906547373,-0.68197215
seq_460,2.1773805323364086,1.5913153
seq_461,1.9837743195672968,2.1865528
seq_462,-0.6169324417966081,-0.7311296
seq_463,2.523111424065765,2.058867
seq_464,-0.3762750189235205,-0.51036406
seq_465,-0.0359154710443165,0.0518971
seq_466,0.6989851361437549,0.6406416
seq_467,-0.501936396607007,-0.3977167
seq_468,0.1191907641040009,0.49446422
seq_469,-0.2791246733684752,-0.3334124
seq_470,0.1360634691177625,0.17261213
seq_471,-0.2043829663852939,0.12473685
seq_472,0.3539915111621041,0.061853357
seq_473,0.6028607747645501,0.47582114
seq_474,-0.7018875787369758,-0.3364591
seq_475,-0.1167339484250503,-0.13938564
seq_476,2.1268755240764703,2.0297801
seq_477,0.1691512212905448,1.2121433
seq_478,-0.3533362847109816,-0.3455104
seq_479,-0.2858027769556308,-0.45995462
seq_480,-0.966828442227799,-0.78226864
seq_481,-0.1526999104862124,-0.41032022
seq_482,0.9387399318012452,1.3100294
seq_483,1.0852361280504803,1.1163623
seq_484,1.7763150948639326,1.4280152
seq_485,0.7554507526498717,0.21507382
seq_486,0.6376266808776995,0.9101619
seq_487,-0.5773724364663335,-0.4220803
seq_488,-0.6405873997033351,-0.5448482
seq_489,-0.5679900940565477,-0.6035771
seq_490,-0.7243618170305527,-0.3226052
seq_491,-0.517405113241562,-0.39144346
seq_492,-0.3279897820703099,-0.2684101
seq_493,-0.0591230841406472,-0.2600451
seq_494,-0.4103746006360587,-0.4511919
seq_495,-0.7601252302033353,-0.7570428
seq_496,0.8236954087018571,1.2883055
seq_497,-0.1055283820076183,-0.24803296
seq_498,1.3941595409587362,1.5391204
seq_499,-0.450908097201807,-0.22390807
seq_500,-0.5621444112063957,-0.47189087
seq_501,0.9286362791101148,0.83704495
seq_502,0.8487363070841212,0.7409203
seq_503,-0.3208200498271908,-0.27181184
seq_504,1.5880736452416098,1.623109
seq_505,2.5625021769831964,1.738406
seq_506,0.2375497159847359,-0.07248709
seq_507,0.0302925099862644,0.35413003
seq_508,2.0152608560413023,2.141745
seq_509,0.4591955709510938,-0.09452913
seq_510,1.985293588764544,1.9187994
seq_511,0.9937089617446716,1.04908
seq_512,1.4353074103578187,1.7172277
seq_513,0.289795615709504,0.4798553
seq_514,0.748540094050482,0.8682141
seq_515,1.2336573655994083,1.3279357
seq_516,1.249039100821123,1.2991694
seq_517,2.233923326337937,2.2777746
seq_518,0.9070639588150076,1.1180748
seq_519,-0.4438393246192393,-0.32476068
seq_520,1.45032377951684,1.1894972
seq_521,-0.6438454870351403,-0.40291318
seq_522,-0.6741782589219905,-0.4412839
seq_523,-0.4633250021391167,-0.28943175
seq_524,1.072852458045893,2.1857934
seq_525,-0.32164306682719,-0.25617144
seq_526,-0.0573230225978332,-0.24275994
seq_527,1.9956918540718829,1.976863
seq_528,-0.0950307475901893,-0.059730656
seq_529,-0.2905772614204636,-0.44056767
seq_530,1.4186473882431403,1.2073152
seq_531,0.2594570996942146,-0.46752423
seq_532,-0.4553464466956917,-0.29847905
seq_533,-0.2699796592492087,-0.048200317
seq_534,-0.1647642385611363,-0.14846122
seq_535,-0.6988727484525711,-0.43053824
seq_536,-0.4567153032002784,-0.4085373
seq_537,0.5237085770260173,1.9441845
seq_538,-0.3579203785978323,-0.2964311
seq_539,1.577969183949562,1.5552782
seq_540,1.2194045774572082,1.880784
seq_541,1.0116042486865666,1.5702577
seq_542,1.0837685096238754,1.2036872
seq_543,-0.6955470874525709,-0.85665375
seq_544,-0.6148430780167926,-0.24361944
seq_545,-0.1447499384602188,-0.17728496
seq_546,-0.3887240145045589,-0.072503395
seq_547,-0.6079837022537946,-0.5996134
seq_548,-0.4565492180534884,-0.69543564
seq_549,1.6282345934480318,2.1064706
seq_550,1.181288225082591,1.6251469
seq_551,0.1224554041651624,-0.3487032
seq_552,1.4280314429663823,1.1106153
seq_553,-0.6348240368837639,-0.27961734
seq_554,-0.5284862847109817,-0.45126384
seq_555,1.0989094962003263,1.3398745
seq_556,0.1119386726666921,-0.14357787
seq_557,-0.0363724098149605,-0.11393521
seq_558,-0.2708485772966094,-0.40361893
seq_559,2.273385479053533,2.1882732
seq_560,-0.0873176072400355,-0.2119506
seq_561,-0.9861647170687786,-0.45211834
seq_562,-0.4594433955978315,-0.26580733
seq_563,-0.0841852032874356,-0.3242623
seq_564,0.3909906969663857,0.45692474
seq_565,2.00012383414222,2.2791793
seq_566,-0.4567183151345299,-0.30972928
seq_567,-0.3516254931589949,-0.19195378
seq_568,-0.1293888224097585,-0.18392575
seq_569,-0.1995528496880473,-0.4097027
seq_570,0.1580428163777008,-0.20605737
seq_571,-0.779989112016791,-0.28958553
seq_572,0.1804672784633285,0.5447204
seq_573,0.1720995705199029,-0.23944485
seq_574,0.2089546794862643,0.23457673
seq_575,0.592407344542837,1.7570305
seq_576,-0.346322470035141,-0.25263655
seq_577,1.1719865071743336,1.7132249
seq_578,-0.2445153815274963,-0.21398458
seq_579,-0.1690310427920231,-0.34889102
seq_580,0.1884565471315223,-0.18010467
seq_581,-0.1360881536788731,-0.14578092
seq_582,1.845894866006134,2.289143
seq_583,-0.4899585882216852,-0.41511714
seq_584,0.8520737137018584,0.53262925
seq_585,0.0219016787416155,-0.22772804
seq_586,-0.3200490011788724,-0.26720956
seq_587,-0.1909531840534899,-0.37427518
seq_588,-0.1829545731911057,-0.083044596
seq_589,-0.2687333175351403,0.4090839
seq_590,-0.8714106069265775,-0.44064188
seq_591,-0.7038845276391157,-0.45535523
seq_592,0.1698004070948264,-0.3072835
seq_593,0.1801062351452847,-0.116637655
seq_594,-0.034900830983155,-0.29230273
seq_595,-0.1718590232935508,-0.11184204
seq_596,2.1685694386651537,2.0144956
seq_597,0.1551672784633285,0.11338976
seq_598,-0.5491728659433979,-0.58885646
seq_599,-0.5934543773730614,-0.6682672
seq_600,-0.9584079853057816,-0.7848763
seq_601,0.2734641042798404,-0.26187027
seq_602,-0.2406611762736736,-0.2747272
seq_603,0.1342945007171504,-0.447802
seq_604,1.1617717720015504,1.1128509
seq_605,3.191943475545885,3.786844
seq_606,2.635796220252309,2.7056205
seq_607,-0.4668014381712265,-0.33379108
seq_608,1.3419354803761667,1.4541278
seq_609,-0.0165416174693937,-0.30188408
seq_610,-0.1488306468837665,-0.28350747
seq_611,-0.2495574340657228,-0.17092323
seq_612,-0.4013795585427859,-0.31122172
seq_613,2.2278963880963474,2.5072956
seq_614,-0.2611268039693929,-0.27097675
seq_615,-0.3276662181024198,-0.32078022
seq_616,0.7757656319648545,0.16488257
seq_617,0.2143545284266301,0.22885495
seq_618,0.9501877172783084,1.3085208
seq_619,-0.8129991900794822,-0.66066444
seq_620,1.8272893891055224,1.3505675
seq_621,-0.2376989955840711,-0.26070637
seq_622,0.1000407585091996,-0.20973712
seq_623,1.4878338072263195,1.59557
seq_624,1.709455479847113,1.7420151
seq_625,1.444587175905219,1.2921243
seq_626,1.4036891778257077,1.3687785
seq_627,0.4150375339725001,0.9919404
seq_628,-0.5867947455718383,-0.52157545
seq_629,-1.1349275944632728,-0.3283907
seq_630,2.068094548425095,1.7672786
seq_631,-0.5700199043623577,-0.46001345
seq_632,-0.320894355258383,-0.33520544
seq_633,-0.1150299389892721,-0.05220232
seq_634,1.4201997245290716,1.4397502
seq_635,1.6131719329281538,1.4782481
seq_636,-0.3895171050305547,-0.4409501
seq_637,0.3102649296651614,-0.17754757
seq_638,-0.1771372723455394,-0.34801924
seq_639,-0.4020262625963033,-0.5236011
seq_640,2.1945729863776933,1.8891447
seq_641,-0.2586722587553263,-0.3675588
seq_642,1.67862429159329,2.1373787
seq_643,-0.5664064967843765,-0.2245633
seq_644,-0.2897027937400346,-0.23596638
seq_645,0.3073461738669975,1.2467704
seq_646,-0.111479324883766,-0.27128077
seq_647,0.6693334518043054,0.68784
seq_648,2.3642430473914544,2.2799177
seq_649,-0.8075225750137318,-0.5948304
seq_650,1.0633327369923764,1.3476384
seq_651,1.2872360049648526,1.2767785
seq_652,-0.0323482876895768,-0.14049119
seq_653,-0.2518296872232151,-0.38303632
seq_654,0.9878017669358024,1.3649156
seq_655,-0.4105022971253551,-0.3964321
seq_656,-0.4027742327018084,-0.4660309
seq_657,-0.4478736689495136,-0.44484863
seq_658,1.1276910579832014,1.2809088
seq_659,-0.4214103620779552,-0.31994188
seq_660,-0.1783401947629704,-0.30698314
seq_661,-0.2919730337874358,-0.09124298
seq_662,0.3265915055673029,0.0913943
seq_663,-0.4160615721819303,-0.7334839
seq_664,2.121988451824176,1.6388702
seq_665,0.278447032821126,0.3376903
seq_666,0.3590915727049181,0.20247754
seq_667,0.0764517570688333,0.34025034
seq_668,0.0095844897920745,0.03417053
